size,size_name,sort_time_ms_mean,sort_time_ms_std,total_time_ms_mean,total_time_ms_std
100000,100k,97.20243333333333,8.06621567175918,137.92233333333334,10.634629158242118
250000,250k,556.3003333333334,56.79579539308638,658.459,64.62487874650134
750000,750k,5309.003333333333,197.867406445158,5660.203333333334,187.7797915999837
2000000,2M,47170.36666666667,1596.0550314238342,48124.73333333333,1646.508479581365
5000000,5M,834609.0,3846.8731458159627,837251.0,3857.0070002529164
